"Loss_Pct","Replicate","Seed","Status","Final_LGs","Retained_OGs","Error_Detail"
0.5,70,2050847,"SUCCESS",15,3700,NA
0.5,71,2050848,"SUCCESS",15,3671,NA
0.5,72,2050849,"SUCCESS",15,3662,NA
0.5,73,2050850,"SUCCESS",15,3653,NA
0.5,74,2050851,"SUCCESS",15,3676,NA
0.5,75,2050852,"SUCCESS",15,3629,NA
0.5,76,2050853,"SUCCESS",15,3664,NA
0.5,77,2050854,"SUCCESS",15,3645,NA
0.5,78,2050855,"SUCCESS",15,3732,NA
0.5,79,2050856,"SUCCESS",15,3658,NA
0.5,8,2050785,"SUCCESS",15,3620,NA
0.5,80,2050857,"SUCCESS",15,3713,NA
0.5,81,2050858,"SUCCESS",15,3664,NA
0.5,82,2050859,"SUCCESS",15,3645,NA
0.5,83,2050860,"SUCCESS",15,3657,NA
0.5,84,2050861,"SUCCESS",15,3653,NA
0.5,85,2050862,"SUCCESS",15,3673,NA
0.5,86,2050863,"SUCCESS",15,3712,NA
0.5,87,2050864,"SUCCESS",15,3696,NA
0.5,88,2050865,"SUCCESS",15,3660,NA
0.5,89,2050866,"SUCCESS",15,3627,NA
0.5,9,2050786,"SUCCESS",15,3626,NA
0.5,90,2050867,"SUCCESS",15,3662,NA
0.5,91,2050868,"SUCCESS",15,3648,NA
0.5,92,2050869,"SUCCESS",15,3680,NA
0.5,93,2050870,"SUCCESS",15,3657,NA
0.5,94,2050871,"SUCCESS",15,3687,NA
0.5,95,2050872,"SUCCESS",15,3660,NA
0.5,96,2050873,"SUCCESS",15,3623,NA
0.5,97,2050874,"SUCCESS",15,3663,NA
0.5,98,2050875,"SUCCESS",15,3676,NA
0.5,99,2050876,"SUCCESS",15,3686,NA
0.6,1,2060778,"SUCCESS",15,3008,NA
0.6,10,2060787,"SUCCESS",15,3041,NA
0.6,100,2060877,"SUCCESS",15,3099,NA
0.6,11,2060788,"SUCCESS",15,3045,NA
0.6,12,2060789,"SUCCESS",15,3038,NA
0.6,13,2060790,"SUCCESS",15,3018,NA
0.6,14,2060791,"SUCCESS",15,3050,NA
0.6,15,2060792,"SUCCESS",15,3076,NA
0.6,16,2060793,"SUCCESS",15,2985,NA
0.6,17,2060794,"SUCCESS",15,3055,NA
0.6,18,2060795,"SUCCESS",15,3035,NA
0.6,19,2060796,"SUCCESS",15,3085,NA
0.6,2,2060779,"SUCCESS",15,3099,NA
0.6,20,2060797,"SUCCESS",15,3064,NA
0.6,21,2060798,"SUCCESS",15,3046,NA
0.6,22,2060799,"SUCCESS",15,3033,NA
0.6,23,2060800,"SUCCESS",15,2988,NA
0.6,24,2060801,"SUCCESS",15,3002,NA
0.6,25,2060802,"SUCCESS",15,3065,NA
0.6,26,2060803,"SUCCESS",15,3024,NA
0.6,27,2060804,"SUCCESS",15,3131,NA
0.6,28,2060805,"SUCCESS",15,3049,NA
0.6,29,2060806,"SUCCESS",15,3035,NA
0.6,3,2060780,"SUCCESS",15,3059,NA
0.6,30,2060807,"SUCCESS",15,3046,NA
0.6,31,2060808,"SUCCESS",15,3007,NA
0.6,32,2060809,"SUCCESS",15,3059,NA
0.6,33,2060810,"SUCCESS",15,3063,NA
